TranslatedRecipeName,TranslatedIngredients,TotalTimeInMins,Cuisine,Cleaned-Ingredients,Ingredient-count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jolada Roti Recipe - Jowar Bhakri,"1/2 cup Rice flour,1 cup Water,1 teaspoon Sunflower Oil,1-1/2 cup Jowar Flour (Sorghum),1 teaspoon Salt",50,North Karnataka,"salt,jowar flour (sorghum),water,rice flour,sunflower oil",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kambu Murukku Recipe,"Water - as required,2 teaspoons Kalonji (Onion Nigella Seeds),Salt - to taste,1 teaspoon Green Chillies - paste,1 teaspoon Sunflower Oil - + as required for frying,1 cup Bajra Flour ( Pearl Millet),1 teaspoon Garlic - paste,4 tablespoons Butter,1 cup Whole Wheat Flour,2 tablespoons Curd (Dahi / Yogurt)",30,South Indian Recipes,"salt,wheat flour,kalonji (onion nigella seeds),sunflower oil,water,curd,green chillies paste,bajra flour ( pearl millet),butter,garlic paste",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amritsari Sookhi Dal Recipe,"1/2 inch Ginger - grated,2 Onions - thinly sliced lengthwise,Salt - to taste,1/2 teaspoon Coriander Powder (Dhania),1/2 teaspoon Cumin seeds (Jeera),1/4 cup Coriander (Dhania) Leaves - finely chopped,Asafoetida (hing) - a pinch,1/2 cup Coriander (Dhania) Leaves - finely chopped,1/2 cup Black Urad Dal (Split),2 Tomatoes - finely chopped,1/4 teaspoon Turmeric powder (Haldi),1 tablespoon Sunflower Oil,1/2 teaspoon Ajwain (Carom seeds),1/2 teaspoon Red Chilli powder,3 Green Chillies - finely chopped",50,Punjabi,"tomato,salt,ginger,coriander (dhania) leaves,asafoetida (hing),ajwain (carom seeds),red chilli powder,black urad dal (split),onionlengthwise,cumin seeds (jeera),coriander powder,turmeric powder,green chillies,sunflower oil",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohan Bhog Recipe - Bengali Style Sooji Ka Halwa,"1/2 cup Ghee,2 tablespoons Raisins,1 cup Milk,1 teaspoon Cardamom Powder (Elaichi),1 Bay leaf (tej patta),2 tablespoons Cashew nuts,1/2 cup Sugar,1 cup Sooji (Semolina/ Rava),1 Saffron strands - few strands",40,Indian,"cashew nuts,ghee,bay leaf (tej patta),saffron strands strands,milk,raisins,sugar,cardamom powder (elaichi),sooji (semolina rava)",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eggless Whole Wheat Orange Cake Recipe,"1/2 cup Icing Sugar,1/2 teaspoon Baking powder,1 cup Fresh orange juice,1 cup Whole Wheat Flour,1/2 teaspoon Baking soda,1 pinch Salt,1/4 cup Sunflower Oil,1 tablespoon Corn flour,1 teaspoon Orange Zest (Rind)",40,Continental,"baking powder,wheat flour,corn flour,salt,orange,baking soda,orange juice,icing sugar,sunflower oil",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rajasthani Methi Mangodi Sabzi Recipe,"1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Garam masala powder,Salt - to taste,1 teaspoon Cumin seeds (Jeera),1 teaspoon Red Chilli powder,2 cloves Garlic - finely chopped,1 Onion - finely chopped,2 tablespoons Curd (Dahi / Yogurt),2 Dry Red Chillies,2 cups Methi Leaves (Fenugreek Leaves) - tightly packed,2 tablespoons Sunflower Oil,1 cup Mangodi - moong dal",25,Rajasthani,"salt,methi leaves (fenugreek leaves),mangodi moong dal,red chilli powder,cloves garlic,curd,dry red chillies,onion,cumin seeds (jeera),turmeric powder,garam masala powder,sunflower oil",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eggless Strawberry, Rose And Pistachio Cake Recipe","1/4 cup Pistachios - chopped to flakes,1/3 cup Strawberries - chopped,1 teaspoon Baking powder,1/2 cup Whole Wheat Flour,1 teaspoon Vanilla Extract,Salt - a pinch,1/2 cup All Purpose Flour (Maida),1/2 cup Buttermilk,1/4 cup Water,1/2 cup Caster Sugar,2 tablespoon Rose Petals,1/4 cup Butter - melted",60,Continental,"baking powder,wheat flour,pistachios flakes,salt,water,strawberries,vanilla,caster sugar,buttermilk,rose,flour (maida),butter",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mini Rava Idli With Tomato Chutney Recipe,"Salt - to taste,3 tablespoon Hung Curd (Greek Yogurt),1 teaspoon Coriander (Dhania) Leaves - chopped,1/2 teaspoon Black pepper powder,2 cloves Garlic - chopped,Lukewarm Water - for the batter,1/2 inch Ginger - chopped,1 teaspoon Sunflower Oil,1 Tomato - chopped,1 cup Sooji (Semolina/ Rava),Sunflower Oil - to grease the mould",40,South Indian Recipes,"tomato,salt,hung curd (greek yogurt),ginger,coriander (dhania) leaves,water the batter,cloves garlic,black pepper powder,sooji (semolina rava),sunflower oil",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thai Yellow Curry Risotto Recipe,"Salt - to taste,3/4 cup Thai Yellow Curry Paste,1 cup Vegetable stock,4 cloves Garlic - finely chopped,Parmesan cheese - to garnish,1 cup Arborio rice",35,Fusion,"salt,vegetable stock,thai yellow curry paste,cloves garlic,parmesan cheese,arborio rice",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roasted Cauliflower Salad With Quinoa & Garlic Yogurt Recipe,"2 tablespoon Extra Virgin Olive Oil,1 tablespoon Dried oregano,1 tablespoon Paprika powder,Salt - to taste,2 cups Cauliflower (gobi) - cut into medium florets,2 teaspoon Red Chilli flakes,1/4 cup Fresh Pomegranate Fruit Kernels,1 cup Quinoa,Extra Virgin Olive Oil - for cooking,2 teaspoon Mixed Herbs (Dried),1 cup Hung Curd (Greek Yogurt),1 Lemon juice,8 cloves Garlic - finely chopped,1 teaspoon Black pepper powder",40,Continental,"salt,hung curd (greek yogurt),mixed herbs (dried),paprika powder,virgin olive oil,red chilli flakes,cloves garlic,lemon,black pepper powder,pomegranate fruit kernels,quinoa,cauliflower (gobi) florets,dried oregano",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goan Style Frango Vera Recipe - Chicken Vera,"Sunflower Oil,18 grams Tamarind Paste,2 Drumstick,Salt - to taste,1 inch Cinnamon Stick (Dalchini),10 Dry Red Chillies,1 Onion - chopped,2 Cloves (Laung),3 cloves Garlic,1 teaspoon Turmeric powder (Haldi),1 teaspoon Whole Black Peppercorns",105,Goan Recipes,"salt,cloves garlic,drumstick,black peppercorns,dry red chillies,cinnamon stick (dalchini),onion,tamarind paste,turmeric powder,cloves (laung),sunflower oil",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nagaland Style Pumpkin Oambal Recipe,"1 Tamarind - half the size of lemon,Salt - to taste,1/2 cup Water,300 grams Kaddu (Parangikai/ Pumpkin),1 Dry Red Chilli - deseeded,1/4 teaspoon Mustard seeds,1 Green Chilli - cut into 2 pieces,1 tablespoon Raisins,1 tablespoon Jaggery,1 teaspoon Sunflower Oil",25,Nagaland,"salt,parangikai pumpkin,tamarind the lemon,mustard seeds,green chilli,jaggery,raisins,water,dry red chilli,sunflower oil",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black Bean Walnut Burger Recipe,"1/4 cup Red Bell pepper (Capsicum) - finely chopped,1 teaspoon Black pepper powder,1/4 cup Onions - finely chopped,1/4 cup Whole Wheat Bread crumbs,1 Potatoes (Aloo) - boiled and peeled,1 teaspoon Red Chilli powder,2 tablespoons Soy sauce,Butter - to toast the burger buns,1/4 cup Green Bell Pepper (Capsicum) - finely chopped,2 tablespoons Sriracha sauce,1/2 cup Black Soy Beans - soaked for 4 hours & cooked until soft,2 Burger buns,1 Onions - sliced into rings,1/3 cup Walnuts - crushed,1 tablespoon Corn flour,1 tablespoon Honey,2 tablespoons Tomato Ketchup,2 teaspoons Cumin powder (Jeera)",150,Continental,"burger buns,red bell pepper (capsicum),corn flour,cumin powder (jeera),red chilli powder,soy sauce,sriracha sauce,black soy beans,tomato ketchup,onion,black pepper powder,green bell pepper (capsicum),potato (aloo),wheat bread crumbs,butter,walnuts",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pancakes Drizzled With Chocolate Sauce Served With Fruits & Jaggery Recipe (Breakfast In Bed),"3 Vanilla Extract,1/2 teaspoon Baking powder,1 cup Milk,Salt - a pinch,1 Whole Egg,1 teaspoon Butter - more to smear while cooking,1 Ripe Bananas,Mango (Ripe) - a few slices,1/2 cup All Purpose Flour (Maida),Fresh Cherries - (or canned) a few,4 teaspoon Sugar,1 tablespoon Jaggery - powdered",50,Continental,"baking powder,salt,bananas,eggs,mango (ripe),milk,jaggery,cherries (or canned) a,sugar,vanilla,flour (maida),butter",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kanchipuram Idlis Recipe,"Salt - to taste,1 inch Ginger - finely chopped,2 teaspoon Cumin seeds (Jeera),1/2 cup Black Urad Dal (Whole),1 tablespoon Ghee,1/4 teaspoon Asafoetida (hing),1 teaspoon Methi Seeds (Fenugreek Seeds),1 cup Idli Rice,1 sprig Curry leaves,1 teaspoon Whole Black Peppercorns",75,South Indian Recipes,"salt,ginger,ghee,asafoetida (hing),idli rice,black peppercorns,curry leaves,methi seeds (fenugreek seeds),cumin seeds (jeera),black urad dal",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aam Ki Launji Pickle Recipe - Sweet & Spicy Mango Pickle,"1/2 teaspoon Turmeric powder (Haldi),500 grams Mango (Raw) - peeled and chopped,Salt - to taste,1/4 cup Jaggery,1 teaspoon Cumin seeds (Jeera),Black Salt (Kala Namak) - to taste,1/2 teaspoon Garam masala powder,1/2 teaspoon SSP Asafoetida (Hing),1 teaspoon Fennel seeds (Saunf),1 tablespoon Sunflower Oil,1/4 teaspoon Methi Seeds (Fenugreek Seeds),1/2 teaspoon Red Chilli powder",35,North Indian Recipes,"salt,black salt,asafoetida (hing),fennel seeds (saunf),jaggery,red chilli powder,mango,methi seeds (fenugreek seeds),cumin seeds (jeera),turmeric powder,garam masala powder,sunflower oil",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Creamy Potato and Vegetable Salad Recipe,"1 tablespoon Extra Virgin Olive Oil,1 Red onion - thinly sliced,1 tablespoon Whole Black Peppercorns - coarsely pounded,Salt - to taste,2 tablespoons Raisins,1 tablespoon Dijon Mustard,2 sprigs Coriander (Dhania) Leaves - roughly chopped,1/4 cup Fresh cream,2 Carrots (Gajjar) - diced and steamed,3 Potatoes (Aloo) - boiled and diced,1/4 cup Green beans (French Beans) - cut into inch pieces and steamed",30,Continental,"salt,green beans (french beans),raisins,black peppercorns,carrot,virgin olive oil,coriander (dhania) leaves,dijon mustard,potato (aloo),red onion",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peanut Bhel Recipe,"1 tablespoon Lemon juice,1/2 teaspoon Cumin powder (Jeera),1/2 cup Cucumber - finely chopped,Salt - to taste,1 Tomato - finely chopped,300 grams Raw Peanuts (Moongphali),1/4 cup Coriander (Dhania) Leaves - finely chopped,1 Onion - finely chopped,2 tablespoons Sev - thin variety,1/4 teaspoon Turmeric powder (Haldi),1 teaspoon Sunflower Oil,1/2 teaspoon Red Chilli powder,1 teaspoon Chaat Masala Powder",25,Indian,"tomato,salt,cumin powder (jeera),coriander (dhania) leaves,sev variety,chaat masala powder,red chilli powder,onion,lemon,peanuts (moongphali),cucumber,turmeric powder,sunflower oil",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thengai Saadam (Spiced Coconut Rice) Recipe,"1/2 teaspoon Mustard seeds,2 sprig Coriander (Dhania) Leaves - for garnish,Salt - to taste,1 teaspoon Ghee,Asafoetida (hing) - A pinch,1/2 cup Fresh coconut - grated,1 cup Rice,2 Dry Red Chilli - broken,7 Cashew nuts,1 teaspoon White Urad Dal (Whole),6 Curry leaves,2 tablespoon Sunflower Oil",40,South Indian Recipes,"cashew nuts,salt,sunflower oil,rice,mustard seeds,coconut,asafoetida (hing),ghee,dry red chilli,curry leaves,coriander (dhania) leaves,white urad dal",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soya Manchurian Gravy Recipe,"1 cup Chilled water,1 tablespoon Soy sauce,300 grams Soy Chunks (Nuggets) - chopped to bite size,3 tablespoons Red Chilli sauce,2 Green Chillies - finely chopped,1 teaspoon Chilli vinegar,1/2 cup Spring Onion Greens - chopped,2 inch Ginger - finely grated,1/4 cup Homemade tomato puree,1 Green Bell Pepper (Capsicum) - thinly sliced,1 tablespoon Corn flour,Sunflower Oil,8 cloves Garlic - finely chopped,1 Onion - thinly sliced",40,Asian,"tomato,spring onion greens,ginger,corn flour,cloves garlic,soy sauce,chilli vinegar,water,green bell pepper (capsicum),onion,soy (nuggets),red chilli sauce,green chillies,sunflower oil",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upside Down Choco Orange Cake Recipe,"4 tablespoons Butter (unsalted),3/4 cup Fresh orange juice - (divided),2 teaspoons Baking powder,1/2 cup Chocolate chips,1/3 cup Brown Sugar (Demerara Sugar),150 grams Sugar,3 Oranges - sliced,90 gram Vivatta Maida,140 grams Butter (unsalted),1/4 teaspoon Baking soda,2 Whole Eggs,90 gram Whole Wheat Flour,1 tablespoon Orange Zest (Rind)",58,Continental,"gram wheat flour,baking powder,orange,baking soda,orange juice,sugar,chocolate chips,brown sugar (demerara sugar),eggs,butter,gram vivatta maida",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smoked Tandoori Chicken Recipe - Classic North Indian Chicken Recipe,"1 tablespoon Lemon juice,1 tablespoon Kashmiri Red Chilli Powder,1 tablespoon Coriander Powder (Dhania),1/4 teaspoon Black Salt (Kala Namak),Salt - as required,2 Chicken thighs,1 teaspoon Garam masala powder,1/2 cup Hung Curd (Greek Yogurt),3 Charcoal - small pieces,2 tablespoons Mustard oil,1 tablespoon Ginger - paste,2 tablespoons Ghee,4 tablespoons Mustard oil,1 tablespoon Garlic - paste,1 teaspoon Chaat Masala Powder",270,North Indian Recipes,"charcoal,salt,black salt,hung curd (greek yogurt),kashmiri red chilli powder,coriander powder,mustard oil,ghee,chaat masala powder,chicken thighs,lemon,ginger paste,garam masala powder,garlic paste",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thotakura Vepudu Recipe - Andhra Style Amaranth Greens Stir Fry,"1/2 teaspoon Turmeric powder (Haldi),1/2 teaspoon Mustard seeds,4 cups Green Amaranth Leaves - tightly packed,1/2 teaspoon White Urad Dal (Split),4 Green Chillies,2 Dry Red Chillies,1 sprig Curry leaves,10 cloves Garlic,1/2 teaspoon Cumin seeds (Jeera),1 tablespoon Sesame seeds (Til seeds) - dry roasted and powdered",15,Andhra,"sesame seeds (til seeds) dry,mustard seeds,cloves garlic,curry leaves,white urad dal (split),dry red chillies,cumin seeds (jeera),green amaranth leaves,turmeric powder,green chillies",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stir Fried Carrot And Green Beans Recipe,"1 inch Ginger - chopped,Salt - to taste,1 teaspoon Cumin seeds (Jeera),4 Cloves (Laung) - garlic,1 teaspoon Red Chilli powder,1 teaspoon Coriander Powder (Dhania),1 Carrot (Gajjar) - sliced diagonally,50 grams Green beans (French Beans) - sliced diagonally,1 teaspoon Black pepper powder",35,Indian,"salt,green beans (french beans),ginger,red chilli powder,carrot,cloves (laung) garlic,cumin seeds (jeera),black pepper powder,coriander powder",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahali Kizhangu Thayir Urugaai Recipe (Mahali Root Curd Pickle),"1-1/2 teaspoons Turmeric powder (Haldi),1 kg Sarsaparilla (Mahali root),Salt - to taste,1 teaspoon Red Chilli powder,1 Lemon - juiced,2 teaspoons Mustard seeds - ground to powder,1 liter Curd (Dahi / Yogurt)",45,Indian,"salt,red chilli powder,curd,lemon,mustard seeds ground powder,turmeric powder,sarsaparilla (mahali root)",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuvar Pak Recipe,"1/2 cup Aloe vera extract - (white jelly within aloe vera leaves),2 tablespoons Pistachios - blanched and sliced,500 ml Milk - full fat,2 tablespoons Sugar,1 tablespoon Ghee,1/2 cup Fresh cream",65,Gujarati Recipes﻿,"pistachios,ghee,sugar,aloe vera (white jelly within aloe vera leaves),milk full fat",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pineapple Jal Jeera Recipe - Sweet & Sour Pineapple Drink,"1 teaspoon Sugar,1 cup Chilled water,1 teaspoon Dry ginger powder,2 Cardamom (Elaichi) Pods/Seeds - black,2 teaspoon Citric acid crystals,1/4 teaspoon Fennel seeds (Saunf) - roasted,2 cups Pineapple juice - fresh,2 tablespoon Lemon juice,4 teaspoons Cumin seeds (Jeera) - roasted,2 teaspoons Jal Jeera Powder - or as needed,2 teaspoon Black Salt (Kala Namak),4 teaspoon Mint powder (Pudina),2 teaspoon Salt,1 teaspoon Amchur (Dry Mango Powder),1 teaspoon Black pepper powder,1 pinch Asafoetida (hing)",20,Indian,"citric acid crystals,black salt,salt,cardamom (elaichi) podsseeds black,amchur (dry mango powder),asafoetida (hing),fennel seeds (saunf),water,dry ginger powder,sugar,cumin seeds (jeera),pineapple juice,lemon,black pepper powder,jal jeera powder,mint powder (pudina)",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Buttermilk Biscuits Recipe,"1 cup All Purpose Flour (Maida),1 teaspoon Baking powder,3 tablespoons Butter (unsalted) - refrigerated,1/4 teaspoon Salt,1/2 cup Buttermilk - cold,2 tablespoons Fresh cream,1/4 teaspoon Baking soda",45,Continental,"baking powder,salt,buttermilk cold,baking soda,flour (maida),butter",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
One Pot Punjabi Rajma Masala Recipe In Preethi Electric Pressure Cooker,"1 teaspoon Turmeric powder (Haldi),Coriander (Dhania) Leaves - a small bunch,1 teaspoon Garam masala powder,Salt - to taste,1 teaspoon Cumin powder (Jeera) - roasted,2 cloves Garlic - finely chopped,1 tablespoon Butter,1/2 cup Homemade tomato puree,1 cup Rajma (Large Kidney Beans),2 inch Cinnamon Stick (Dalchini),1 teaspoon Sunflower Oil,1 Onion - roughly chopped,1 inch Ginger - finely chopped,4 Cardamom (Elaichi) Pods/Seeds",105,North Indian Recipes,"tomato,coriander (dhania),cumin powder (jeera),ginger,salt,cardamom (elaichi) podsseeds,cloves garlic,onion,cinnamon stick (dalchini),rajma (large kidney beans),turmeric powder,butter,garam masala powder,sunflower oil",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Creamy Spinach And Potato Breakfast Casserole Recipe,"2 tablespoon Extra Virgin Olive Oil,1 cup Soy Chunks (Nuggets) - cooked,4 Spinach Leaves (Palak) - roughly chopped,2 cloves Garlic,1/2 cup Onions - chopped,1/3 cup Half and half - (cream and milk),1 teaspoon Red Chilli powder,1/2 cup Potatoes (Aloo) - grated,Salt and Pepper - to taste,1/4 teaspoon Garam masala powder,2/3 cup Mozzarella cheese - grated,2 Whole Eggs",65,Continental,"salt,milk,red chilli powder,cloves garlic,mozzarella cheese,virgin olive oil,onion,potato (aloo),soy (nuggets),eggs,spinach leaves (palak),garam masala powder,pepper",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saffron Paneer Peda Recipe,"2 teaspoons Rose water,1/2 teaspoon Ghee,2 cups Paneer (Homemade Cottage Cheese) - crumbled,1/2 teaspoon Cardamom Powder (Elaichi),4 tablespoons Sugar,Saffron strands - a generous pinch,2 tablespoons Water",20,Indian,"saffron strands generous,ghee,paneer,rose water,water,sugar,cardamom powder (elaichi)",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italian Arancini Rice Balls Recipe With Delicious Pasta Dipping Sauce,"4 sprig Basil leaves - finely chopped,2 cups Whole Wheat Bread crumbs - Italian style seasoned,1/2 cup Dry white wine,1 cup Arborio rice,Salt - to taste,1/2 cup Gorgonzola cheese - cut into 1/4 inch cubes,Homemade Pizza And Pasta Sauce - or Marinara Sauce for serving,1/2 cup Parmesan cheese - grated,1 Onion - finely chopped,Black pepper powder - to taste,1 cup Parmesan cheese - grated,1/4 cup Butter,2 cups Vegetable stock - or chicken broth,1-1/2 cup Risotto - cooked risotto (recipe below),2 Whole Eggs",100,Italian Recipes,"salt,gorgonzola cheese cubes,wheat bread crumbs italian style seasd,basil leaves,pizza pasta sauce marinara sauce,risotto,vegetable stock chicken broth,onion,dry white wine,black pepper powder,parmesan cheese,eggs,arborio rice,butter",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quinoa Phirnee Recipe (Quinoa Milk Pudding),"3/4 cup Sugar,2 cup Milk - vegans can substitute this ingredient with almond milk,1/4 teaspoon Saffron strands,1/2 tablespoon Ghee,Mixed nuts - chopped,1/2 tablespoon Condensed Milk - or khoya (mawa) vegans can eliminate this ingredient,1 teaspoon Cardamom Powder (Elaichi),1 cup Quinoa",35,Indian,"ghee,milk,saffron strands,sugar,cardamom powder (elaichi),quinoa,condensed milk khoya (mawa),mixed nuts",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ullikadala Pulusu Recipe | Spring Onion Curry,"1 pinch Turmeric powder (Haldi),1/2 teaspoon Mustard seeds,2 teaspoons Sunflower Oil,1 tablespoon Gram flour (besan),1 teaspoon Cumin seeds (Jeera),150 grams Spring Onion (Bulb & Greens) - chopped,3/4 cup Tamarind Water,1 teaspoon Mustard seeds,Salt - to atste,2 Dry Red Chillies,1/4 teaspoon Methi Seeds (Fenugreek Seeds),2 cups Water,2 teaspoons Coriander (Dhania) Seeds,1 pinch Asafoetida (hing)",15,Andhra,"salt,tamarind water,mustard seeds,asafoetida (hing),water,gram flour (besan),spring onion (bulb greens),dry red chillies,coriander (dhania) seeds,cumin seeds (jeera),methi seeds (fenugreek seeds),turmeric powder,sunflower oil",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kashmiri Style Kokur Yakhni Recipe-Chicken Cooked In Yogurt,"Salt - as required,3 to 4 Cloves (Laung),Ghee - as required,2 to 3 Black cardamom (Badi Elaichi),1 kg Chicken - medium pieces,2 Bay leaf (tej patta),1 teaspoon Cumin seeds (Jeera),2 teaspoons Asafoetida (hing),1/2 cup Mustard oil,1/2 cup Mint Leaves (Pudina) - dry,1-1/2 kg Curd (Dahi / Yogurt),2 inch Cinnamon Stick (Dalchini),1-1/2 teaspoons Fennel Powder",75,Kashmiri,"black cardamom (badi elaichi),salt,mustard oil,ghee,asafoetida (hing),bay leaf (tej patta),curd,fennel powder,cinnamon stick (dalchini),chicken,cumin seeds (jeera),cloves (laung),mint leaves (pudina) dry",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
