TranslatedRecipeName,TranslatedIngredients,TotalTimeInMins,Cuisine,Cleaned-Ingredients,Ingredient-count,Canonical_Name,Name_Aliases,Cleaned_RecipeName
Palak Makhana Recipe (Navratri Fasting / Vrat Recipe),"1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Garam masala powder,2 Tomatoes - diced,300 grams Spinach Leaves (Palak),1 teaspoon Cumin seeds (Jeera),Salt - to taste,1 cup Phool Makhana (Lotus Seeds),1 Cinnamon Stick (Dalchini),2 tablespoon Milk,1 tablespoon Ghee,1/2 teaspoon Red Chilli powder",50,North Indian Recipes,"tomato,salt,ghee,milk,red chilli powder,cinnamon stick,cumin seeds,phool makhana,turmeric powder,spinach leaves,garam masala powder",11,palak makhana,['navratri fasting / vrat'],"palak makhana, navratri fasting / vrat"
Mango Curry Recipe - Mango Curry,"1/2 tablespoon Methi Seeds (Fenugreek Seeds),3 Dry Red Chillies,Salt - to taste,Curry leaves - few sprigs,1 teaspoon Mustard seeds,1/4 cup Fresh coconut - grated,2 Dry Red Chillies,1 tablespoon Sunflower Oil,1 tablespoon Chana dal (Bengal Gram Dal),1/4 teaspoon Turmeric powder (Haldi),1 tablespoon Jaggery,1/4 teaspoon Asafoetida (hing),2 Mango (Raw) - totapuri,1/2 teaspoon Cumin seeds (Jeera),1 tablespoon White Urad Dal (Split)",45,South Indian Recipes,"salt,coconut,asafoetida,mustard seeds,jaggery,curry leaves,white urad dal,dry red chillies,cumin seeds,methi seeds,turmeric powder,chana dal,mango totapuri,sunflower oil",14,mango curry,[],mango curry
Sindhi Bhuga Chawal Recipe - Sindhi Style Browned Rice Pulao,"4 Whole Black Peppercorns - coarsely pounded,1 inch Cinnamon Stick (Dalchini),1 teaspoon Garam masala powder,1 Cardamom (Elaichi) Pods/Seeds,2 Green Chillies - slit,1 teaspoon Red Chilli powder,2 cloves Cloves (Laung),3 Onions - thinly sliced,2 tablespoons Ghee,1 Bay leaf (tej patta),1-1/2 cup Rice - washed and soaked",50,Sindhi,"rice,bay leaf,ghee,cloves cloves,cardamom podsseeds,red chilli powder,black peppercorns,onion,cinnamon stick,green chillies,garam masala powder",11,sindhi bhuga chawal,['sindhi style browned rice pulao'],"sindhi bhuga chawal, sindhi style browned rice pulao"
Gluten-Free Koloocheh Recipe | Persian Date Nut Filled Cookies,"1/3 cup Sugar - (I used organic),1/2 cup Walnuts - or almonds,1/4 cup Fresh orange juice,2 teaspoons Baking powder,1/2 cup Dates - pitted and chopped,1 teaspoon Vanilla Extract,1/4 teaspoon Salt,1 Whole Egg,1 cup Butter,1/2 teaspoon Cinnamon Powder (Dalchini) - (more if you like),1-1/4 cups Buckwheat Flour (Kuttu Ka Atta),1 pinch Salt,2 teaspoons Honey,1-1/4 cups Rajgira Flour (Amaranth Flour)",35,Middle Eastern,"salt,baking powder,eggs,rajgira flour,walnuts almonds,orange juice,vanilla,cinnamon powder,sugar organic),buckwheat flour,dates,butter",12,gluten,"['free koloocheh', 'persian date nut filled cookies']","gluten, free koloocheh, persian date nut filled cookies"
Tofu Green Pulao Recipe,"2 Black cardamom (Badi Elaichi),1 tablespoon Ghee,1 tablespoon Cashew nuts - halved,Sunflower Oil - as required,Salt - to taste,1/4 teaspoon Cumin seeds (Jeera),2 Bay leaves (tej patta),1/2 cup Mint Leaves (Pudina) - finely chopped,1/2 cup Green beans (French Beans) - finely chopped,1 cup Spinach Leaves (Palak) - finely chopped,2 inch Cinnamon Stick (Dalchini),1/2 cup Coriander (Dhania) Leaves - finely chopped,1/2 cup Tofu - cut into cubes,12 Green Bell Pepper (Capsicum) - finely chopped,4 Cardamom (Elaichi) Pods/Seeds,1/2 cup Spring Onion Greens - finely chopped,1 cup Basmati rice,1 cup Methi Leaves (Fenugreek Leaves) - finely chopped,4 Green Chillies - finely chopped,6 Cloves (Laung),1/2 cup Green peas (Matar)",60,Indian,"basmati rice,spring onion greens,coriander leaves,cumin seeds,green chillies,spinach leaves,sunflower oil,black cardamom,salt,cardamom podsseeds,tofu,mint leaves,green beans,cashew nuts,bay leaves,ghee,methi leaves,green peas,cinnamon stick,green bell pepper,cloves",21,tofu green pulao,[],tofu green pulao
Mosaru Kodubale Recipe - Yogurt-Rice Flour Fritters,"1 cup Fresh coconut - grated,Sunflower Oil - for deep frying,2 teaspoons Cumin seeds (Jeera),Salt - to taste,1/2 cup Water,1 teaspoon Green Chillies - paste,1 cup Rice flour,pinch Asafoetida (hing),1 cup Hung Curd (Greek Yogurt)",65,South Indian Recipes,"salt,hung curd,coconut,asafoetida,water,cumin seeds,green chillies paste,rice flour,sunflower oil",9,mosaru kodubale,"['yogurt', 'rice flour fritters']","mosaru kodubale, yogurt, rice flour fritters"
Dal Bukhara Recipe (Punjabi Style Black Urad Dal),"2 Green Chillies,1 teaspoon Cumin powder (Jeera),Salt - to taste,1 teaspoon Garam masala powder,2 tablespoon Butter,1 teaspoon Cumin seeds (Jeera),1 teaspoon Red Chilli powder,1 cup Black Urad Dal (Whole) - soaked overnight,1 Onion - finely chopped,1 Kasuri Methi (Dried Fenugreek Leaves),1/4 cup Fresh cream,3 Tomatoes - pureed,1 Ginger Garlic Paste,1 teaspoon Chaat Masala Powder",80,Punjabi,"tomato,salt,cumin powder,chaat masala powder,red chilli powder,ginger garlic paste,onion,cumin seeds,kasuri methi,black urad dal,green chillies,butter,garam masala powder",13,dal bukhara,['punjabi style black urad dal'],"dal bukhara, punjabi style black urad dal"
Thengai Thogayal Recipe - Thengai Thogayal Recipe," as per taste, 5 fenugreek seeds, 10 curry leaves, 3 dry red chillies, 3-4 Curry leaves,1 cup coconut - grated, 2 teaspoons white urad dal, 2 dry red chilies, 1 teaspoon oil - salt, 30 grams tamarind - lemon, as much as 1/4 tsp rye",20,South Indian Recipes,"rye,coconut,fenugreek seeds,curry leaves,dry red chillies,oil salt,tamarind lemon,white urad dal",8,thengai thogayal,[],thengai thogayal
Healthy Yogurt Parfait with Oats and Fresh Fruits Recipe,"1 Apple - chopped,4 Prunes - chopped,1/2 cup Curd (Dahi / Yogurt),1 Raw Banana - chopped,1/2 cup Instant Oats (Oatmeal),1 pinch Salt,1/2 cup Coconut milk,1 tablespoon Honey,1 tablespoon Pistachios - pound",30,Continental,"salt,prunes,curd,apple,pistachios pound,coconut milk,banana,instant oats",8,yogurt parfait with oats and fresh fruits,[],yogurt parfait with oats and fresh fruits
Thelivu Rasam Recipe,"2 teaspoons Rasam Powder,1 Green Chilli,2 sprig Coriander (Dhania) Leaves - finely chopped,18 grams Tamarind - soaked in warm water for 110 minutes,2 cloves Garlic,Salt - to taste,1 teaspoon Ghee,1 teaspoon Mustard seeds,1/4 cup Arhar dal (Split Toor Dal) - cooked,2 Tomatoes,1 sprig Curry leaves,1 pinch Asafoetida (hing)",25,South Indian Recipes,"tomato,salt,arhar dal,green chilli,tamarind water,mustard seeds,asafoetida,ghee,cloves garlic,curry leaves,coriander leaves,rasam powder",12,thelivu rasam,[],thelivu rasam
Huruli Kaalu Chutney Pudi Recipe (Horse Gram Chutney Podi),"1 teaspoon Asafoetida (hing),Salt - to taste,6 Byadagi Dried Chillies,6 Guntur Dried Chillies,Tamarind - Small lemon size,10 sprig Curry leaves,1 cup Horse Gram Dal (Kollu/ Kulith)",20,South Indian Recipes,"salt,guntur dried chillies,asafoetida,curry leaves,byadagi dried chillies,horse gram dal,tamarind lemon",7,huruli kaalu chutney pudi,['horse gram chutney podi'],"huruli kaalu chutney pudi, horse gram chutney podi"
Rabodi Ki Sabzi Recipe,"1 cup Rabodi (dried corn papad),2 Green Chillies,Salt - to taste,1 teaspoon Cumin seeds (Jeera),1 teaspoon Coriander Powder (Dhania),3/4 teaspoon Red Chilli powder,1 Onion - finely chopped,1 tablespoon Sunflower Oil,1/2 cup Curd (Dahi / Yogurt),Water - Boiling water,1/4 teaspoon Turmeric powder (Haldi)",30,Rajasthani,"salt,red chilli powder,water boiling water,curd,onion,cumin seeds,coriander powder,turmeric powder,green chillies,rabodi,sunflower oil",11,rabodi ki sabzi,[],rabodi ki sabzi
Homemade Harissa Paste Recipe,"4 Dry Red Chillies,1 tablespoon Coriander (Dhania) Seeds,1 tablespoon Sugar,Salt - to taste,4 cloves Garlic - roughly chopped,1 tablespoon Cumin seeds (Jeera),1/2 cup Extra Virgin Olive Oil,4 Red Bell pepper (Capsicum) - deseeded and finely chopped,1/4 cup Sun Dried Tomatoes - soaked in olive oil",35,Continental,"salt,red bell pepper,sun dried tomato olive oil,cloves garlic,virgin olive oil,sugar,coriander seeds,dry red chillies,cumin seeds",9,homemade harissa paste,[],homemade harissa paste
Raw Mango Thokku Recipe - Tamil Nadu Style Raw Manga Thokku,"1-1/2 tablespoons Red Chilli powder,1/2 teaspoon Mustard seeds,1/2 cup Sesame (Gingelly) Oil,1/2 teaspoon Asafoetida (hing),1/2 teaspoon Methi Seeds (Fenugreek Seeds),1/4 teaspoon Turmeric powder (Haldi),1 tablespoon Salt - (adjust),2 cups Mango (Raw) - peeled and chopped",30,South Indian Recipes,"salt,mustard seeds,asafoetida,sesame oil,red chilli powder,mango,methi seeds,turmeric powder",8,raw mango thokku,['tamil nadu style raw manga thokku'],"raw mango thokku, tamil nadu style raw manga thokku"
Karnataka Style Haalbai Recipe,"2 Cardamom (Elaichi) Pods/Seeds - crushed,1 cup Jaggery,900 ml Coconut milk,2 tablespoons Ghee - or coconut oil,100 grams Rice flour",50,Karnataka,"ghee coconut oil,cardamom podsseeds,jaggery,coconut milk,rice flour",5,karnataka style haalbai,[],karnataka style haalbai
Andhra Gongura Pulihora Recipe | Gongura Puliyodarai | Spicy Red Roselle Leaves Rice,"1 teaspoon White Urad Dal (Split),1/2 teaspoon Turmeric powder (Haldi),1/2 teaspoon Mustard seeds,1 tablespoon Coriander (Dhania) Seeds,1/2 cup Roasted Peanuts (Moongphali),4 Dry Red Chillies,3 tablespoons Sesame (Gingelly) Oil,1 teaspoon Chana dal (Bengal Gram Dal),2 teaspoons Salt - to taste,2 sprig Curry leaves - finely chopped,2 tablespoon Sesame seeds (Til seeds),1/2 teaspoon Asafoetida (hing),1 tablespoon Chana dal (Bengal Gram Dal),1/2 teaspoon Methi Seeds (Fenugreek Seeds),2 cups Rice,300 grams Gongura Leaves (Red Roselle) - washed and finely chopped",45,South Indian Recipes,"salt,rice,mustard seeds,asafoetida,sesame oil,gongura leaves,curry leaves,white urad dal,coriander seeds,sesame seeds,methi seeds,peanuts,dry red chillies,turmeric powder,chana dal",15,andhra gongura pulihora,"['gongura puliyodarai', 'spicy red roselle leaves rice']","andhra gongura pulihora, gongura puliyodarai, spicy red roselle leaves rice"
Annanas Ka Muzzafar Recipe,"1 cup Basmati rice,Ghee - for cooking,Salt - to taste,2 Saffron strands,2 tablespoon Paneer (Homemade Cottage Cheese) - grated,1 tablespoon Raisins,8 Cashew nuts - chopped,8 Pistachios - chopped,8 Badam (Almond) - chopped,1/2 cup Sugar,1 cup Pineapple - chopped,4 Cardamom (Elaichi) Pods/Seeds",35,Awadhi,"cashew nuts,basmati rice,pineapple,salt,cardamom podsseeds,paneer,pistachios,saffron strands,ghee,raisins,sugar,badam",12,annanas ka muzzafar,[],annanas ka muzzafar
Moong Dal Idli Recipe,"1 teaspoon Salt,Ghee - For greasing the idli pan,1 teaspoon Methi Seeds (Fenugreek Seeds),1 cup Idli Rice,1 cup Yellow Moong Dal (Split),Water - to grind",415,South Indian Recipes,"water grind,salt,yellow moong dal,ghee greasing the idli pan,idli rice,methi seeds",6,moong dal idli,[],moong dal idli
Herbed Lentil Loaf Recipe Using Horsegram,"1 teaspoon Cumin powder (Jeera),1 cup Green Moong Dal (Whole),1 tablespoon Soy sauce,1 Whole Egg - beaten,1 teaspoon White wine vinegar,1 teaspoon Garlic powder,Parsley leaves - small bunch,1 teaspoon Red Chilli powder,1 cup Instant Oats (Oatmeal),1/2 cup Whole Wheat Bread crumbs,Salt - to taste,2 tablespoons Extra Virgin Olive Oil,1 tablespoon Homemade tomato puree,Black pepper powder - to taste,1/2 cup Quinoa flour - or millet flour",60,Continental,"tomato,salt,cumin powder,eggs,red chilli powder,soy sauce,virgin olive oil,parsley,quinoa flour millet flour,garlic powder,black pepper powder,white wine vinegar,green moong dal,wheat bread crumbs,instant oats",15,herbed lentil loaf using horsegram,[],herbed lentil loaf using horsegram
 Paneer Biryani Recipe," 1 tsp coriander powder, 1/2 tsp red chili powder, 2 inch ginger, 3 long, 2 tbsp ghee, 4 sprig of mint - finely chopped, oil - as per use, 5 tomatoes - finely chopped, 2 green chillies, 2 bay leaves,2 cups rice, 1 inch cinnamon, 1 small Teaspoon turmeric powder, 2 cardamom, 1 tsp whole pepper, salt - as per taste, 250 grams cottage cheese - cut, 4 long garlic, 2 onions - thin and straight cut",55,Indian,"tomato,turmeric powder,salt,ginger,rice,ghee,cinnamon,red chilli powder,mint,onion,garlic,coriander powder,cottage cheese,cardamom,bay leaves,oil,green chillies,pepper",18,paneer biryani,[],paneer biryani
Wholesome Lentil Salad Recipe with Oven Roasted Tomatoes,"1 Onion - sliced,1/2 cup Masoor Dal (Whole) - boiled,4 sprig Mint Leaves (Pudina) - chopped,5 Tomato,5 tablespoons Extra Virgin Olive Oil,2 tablespoons Apple cider vinegar,Salt - to taste,2 teaspoons Capers - chopped finely,Black pepper powder - to taste,1 clove Garlic - minced,1/4 cup Slivered Almonds (Badam) - toasted,Coriander (Dhania) Leaves - half a bunch",55,Continental,"tomato,coriander,salt,apple cider vinegar,mint leaves,capers,cloves garlic,virgin olive oil,onion,almonds,black pepper powder,masoor dal",12,lentil salad with oven roasted tomatoes,[],lentil salad with oven roasted tomatoes
Jalapeno Cheese Samosa Recipe,"2 cups All Purpose Flour (Maida),Water - as required,200 grams Britannia Cheezza - grated,Salt - to taste,Coriander (Dhania) Leaves - small bunch,2 tablespoons Ghee,1/2 teaspoon Ajwain (Carom seeds),1/4 cup Pickled Jalapenos - finely chopped,2 tablespoons Britannia Cheese Spread - Four Pepper Tango - finely chopped",45,Fusion,"salt,coriander,britannia cheese four pepper tango,ghee,britannia cheezza,ajwain,water,jalapenos,flour",9,jalapeno cheese samosa,[],jalapeno cheese samosa
Vermicelli Biryani Recipe,"2-3 Green Chilli,1 Carrot (Gajjar) - finely chopped,1 Onion - finely sliced,1 cup Green peas (Matar),1 Green Bell Pepper (Capsicum) - diced,2 cloves Garlic,1/2 teaspoon Coriander Powder (Dhania),1 teaspoon Cumin seeds (Jeera),250 grams Semiya (Vermicelli) - MTR Roasted,1/2 inch Ginger,1/2 teaspoon Garam masala powder,1/2 teaspoon Biryani Masala,1 Onion - chopped,1 teaspoon Fennel seeds (Saunf),Coriander (Dhania) Leaves - handful,Green beans (French Beans) - finely chopped,Sunflower Oil - as needed,1 teaspoon Turmeric powder (Haldi)",30,Indian,"green beans,ginger,green chilli,coriander leaves,fennel seeds,biryani masala,green peas,cloves garlic,carrot,onion,cumin seeds,green bell pepper,coriander powder,semiya mtr,turmeric powder,garam masala powder,sunflower oil",17,vermicelli biryani,[],vermicelli biryani
Hare Chana Barfi Recipe,"3/4 cup Ghee,200 grams Khoya (Mawa),1 cup Fresh green chickpeas,1/2 cup Mixed nuts - sliced thin + 2 tablespoon extra for garnish,3/4 cup Sugar - powdered,1 tablespoon Cardamom Powder (Elaichi)",55,Rajasthani,"khoya,ghee,sugar,green chickpeas,cardamom powder,mixed nuts",6,hare chana barfi,[],hare chana barfi
Chicken Spinach And Ricotta Bombs Recipe,"200 grams Chicken thighs - washed and cleaned,2 cups Whole Wheat Bread crumbs,Salt - to taste,2 teaspoon Black pepper powder,2 teaspoon Mixed Herbs (Dried) - (basil,200 grams Spinach - washed,1 teaspoon Extra Virgin Olive Oil,2 teaspoon Garlic powder,150 grams Ricotta Cheese,Sunflower Oil - to fry",30,Italian Recipes,"salt,mixed herbs (basil,spinach,virgin olive oil,chicken thighs,ricotta cheese,garlic powder,black pepper powder,wheat bread crumbs,sunflower oil",10,chicken spinach and ricotta bombs,[],chicken spinach and ricotta bombs
Green Tea Coconut Ladoo Recipe - Coconut Energy Balls,"1/4 cup Dessicated Coconut - for outer cover,2 cups Fresh coconut - grated,1 teaspoon Ghee,4 Cardamom (Elaichi) Pods/Seeds - powdered in a mortar-pestle,1/2 cup Condensed Milk,2 tablespoons Tetley Long Leaf Green Tea - powdered",55,Indian,"cardamom podsseeds mortarpestle,ghee,coconut,tetley leaf green tea,coconut outer cover,condensed milk",6,green tea coconut ladoo,['coconut energy balls'],"green tea coconut ladoo, coconut energy balls"
Tofu Methi Paratha Recipe,"1/2 cup Methi Leaves (Fenugreek Leaves) - finely chopped,1/4 cup Bajra Flour ( Pearl Millet),1 teaspoon Cumin powder (Jeera),1 cup Tofu - crumbled,Salt - to taste,1-1/2 cups Whole Wheat Flour,2 Green Chillies - finely chopped,1 Onion - finely chopped,1/2 teaspoon Salt,1 teaspoon Sunflower Oil,1/4 cup Jowar Flour (Sorghum)",40,North Indian Recipes,"salt,wheat flour,tofu,cumin powder,jowar flour,methi leaves,onion,bajra flour,green chillies,sunflower oil",10,tofu methi paratha,[],tofu methi paratha
Shredded Chicken Tostadas Recipe,"Sunflower Oil - for deep frying,1 tablespoon Extra Virgin Olive Oil,1 cup Refried beans,Salt - to taste,1/2 cup Guacamole,5-6 Red Radish - sliced,1/2 cup Iceberg lettuce - packed,1/4 cup Tomato Salsa,1 Lemon juice,250 grams Boneless chicken,1 Onion - thin slices,1/4 cup Sour cream,1-1/2 teaspoon Black pepper powder,5 Tortillas",40,Mexican,"salt,tortillas,boneless chicken,re beans,red radish,sour,virgin olive oil,guacamole,onion,lemon,tomato salsa,iceberg lettuce packed,black pepper powder,sunflower oil",14,shredded chicken tostadas,[],shredded chicken tostadas
Stir Fried Brown Rice And Wild Rice Topped With Honey-Glazed Tofu Recipe,"1 Onion - sliced,1 tablespoon Soy sauce,Salt - to taste,2 tablespoon Honey,1/2 cup Brown Rice,3 tablespoon Red Chilli sauce,1/2 cup Wild Rice,3 sprigs Spring Onion Greens - chopped finely,1 teaspoon Soy sauce,2 tablespoon Green Chilli Sauce,100 grams Tofu - cubed,1 teaspoon Red Chilli sauce,1 teaspoon Black pepper powder,1 Green Bell Pepper (Capsicum) - cubed",45,Indo Chinese,"salt,brown rice,soy sauce,wild rice,green chilli sauce,spring onion greens,onion,black pepper powder,green bell pepper,tofu,red chilli sauce",11,stir fried brown rice and wild rice topped with honey,['glazed tofu'],"stir fried brown rice and wild rice topped with honey, glazed tofu"
Whole Wheat Spaghetti With Avocado Basil Pesto Recipe,"1/4 cup Extra Virgin Olive Oil,2 cloves Garlic,Salt - to taste,1 teaspoon Lemon juice,225 grams Spaghetti Pasta - organic whole wheat,2 cups Basil leaves,1/2 cup Avocado - pulped,1/4 cup Walnuts - roughly chopped",40,Italian Recipes,"salt,spaghetti pasta organic wheat,cloves garlic,basil leaves,virgin olive oil,avocado pulped,lemon,walnuts",8,whole wheat spaghetti with avocado basil pesto,[],whole wheat spaghetti with avocado basil pesto
"Carrot, Radish & Peanut Salad with Lemon Recipe","1 teaspoon Dry ginger powder,1 sprig Coriander (Dhania) Leaves - chopped,3 tablespoon Roasted Peanuts (Moongphali) - pound,2 Mooli/ Mullangi (Radish) - grated,1 Green Chilli - chopped,2 Carrot (Gajjar) - grated,1 Lemon juice,1 tablespoon Cumin powder (Jeera)",30,Indian,"cumin powder,green chilli,peanuts pound,carrot,dry ginger powder,coriander leaves,lemon,mooli mullangi",8,"carrot, radish & peanut salad with lemon",[],"carrot, radish & peanut salad with lemon"
Beans Muttai Poriyal Recipe - Chettinad Egg Scramble with Beans,"6 Whole Eggs,2 teaspoons Sunflower Oil,Salt - to taste,1 teaspoon Cumin seeds (Jeera),1 Onion - finely chopped,Coriander (Dhania) Leaves - as required to garnish,1 cup Green beans (French Beans) - finely chopped,1 teaspoon Whole Black Peppercorns",25,South Indian Recipes,"salt,green beans,coriander leaves,black peppercorns,onion,cumin seeds,eggs,sunflower oil",8,beans muttai poriyal,['chettinad egg scramble with beans'],"beans muttai poriyal, chettinad egg scramble with beans"
